% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE SORD NUMERIC
@ATTRIBUTE COL14A1 NUMERIC
@ATTRIBUTE PECAM1 NUMERIC
@ATTRIBUTE SLC6A6 NUMERIC
@ATTRIBUTE DTNA NUMERIC
@ATTRIBUTE PRKCB NUMERIC
@ATTRIBUTE GRB10 NUMERIC
@ATTRIBUTE RELB NUMERIC
@ATTRIBUTE GNA14 NUMERIC
@ATTRIBUTE CCDC50 NUMERIC
@ATTRIBUTE DNAJC3 NUMERIC
@ATTRIBUTE CORO1A NUMERIC
@ATTRIBUTE VTI1A NUMERIC
@ATTRIBUTE TUBB2A NUMERIC
@ATTRIBUTE TNP1 NUMERIC
@ATTRIBUTE CADPS NUMERIC
@ATTRIBUTE PTRF NUMERIC
@ATTRIBUTE LRIG1 NUMERIC
@ATTRIBUTE NEK2 NUMERIC
@ATTRIBUTE UBE2Z NUMERIC
@ATTRIBUTE HNRNPA3 NUMERIC
@ATTRIBUTE ATP2B2 NUMERIC
@ATTRIBUTE CLN8 NUMERIC
@ATTRIBUTE SLC30A5 NUMERIC
@ATTRIBUTE SP100 NUMERIC
@ATTRIBUTE ZFP106 NUMERIC
@ATTRIBUTE FBLN1 NUMERIC
@ATTRIBUTE TCF20 NUMERIC
@ATTRIBUTE TGFB3 NUMERIC
@ATTRIBUTE SEPT2 NUMERIC
@ATTRIBUTE PPARGC1A NUMERIC
@ATTRIBUTE WFS1 NUMERIC
@ATTRIBUTE FBXO3 NUMERIC
@ATTRIBUTE KPNB1 NUMERIC
@ATTRIBUTE PAK2 NUMERIC
@ATTRIBUTE CD44 NUMERIC
@ATTRIBUTE GALT NUMERIC
@ATTRIBUTE HGFAC NUMERIC
@ATTRIBUTE MAPRE2 NUMERIC
@ATTRIBUTE PLA2G10 NUMERIC
@ATTRIBUTE CHERP NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE ANK3 NUMERIC
@ATTRIBUTE SCARB2 NUMERIC
@ATTRIBUTE COL4A2 NUMERIC
@ATTRIBUTE ABLIM1 NUMERIC
@ATTRIBUTE TOLLIP NUMERIC
@ATTRIBUTE CLEC11A NUMERIC
@ATTRIBUTE TGM2 NUMERIC
@ATTRIBUTE TCF4 NUMERIC
@ATTRIBUTE PDE1A NUMERIC
@ATTRIBUTE PITPNA NUMERIC
@ATTRIBUTE PTPN5 NUMERIC
@ATTRIBUTE CCDC96 NUMERIC
@ATTRIBUTE TK2 NUMERIC
@ATTRIBUTE ADCY9 NUMERIC
@ATTRIBUTE XPNPEP1 NUMERIC
@ATTRIBUTE ORMDL3 NUMERIC
@ATTRIBUTE CPSF2 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE UHRF1 NUMERIC
@ATTRIBUTE BBS9 NUMERIC
@ATTRIBUTE PAX3 NUMERIC
@ATTRIBUTE NUP50 NUMERIC
@ATTRIBUTE FPR1 NUMERIC
@ATTRIBUTE ALDH3A2 NUMERIC
@ATTRIBUTE PPM1B NUMERIC
@ATTRIBUTE NADK NUMERIC

@DATA
Infected,673.299,674.559,674.603,673.968,674.149,674.266,674.84,674.855,674.62,0,674.562,674.758,674.597,674.269,674.868,674.266,674.287,674.47,674.518,674.524,674.287,674.501,674.23,674.542,674.231,674.571,673.299,674.727,674.548,674.149,674.587,673.992,674.42,0,673.968,674.176,674.524,674.269,674.149,674.492,674.435,674.626,674.287,674.641,674.34,674.57,674.587,674.741,674.562,0,674.287,674.147,674.686,674.708,674.518,673.299,674.486,674.47,0,674.789,674.758,674.593,674.269,674.678,674.778,674.947,674.522,674.552
Infected,673.251,674.294,674.588,674.258,674.061,674.159,675.141,674.931,674.606,673.773,674.03,674.814,674.503,673.907,675.263,674.159,674.262,674.714,674.595,674.533,674.262,674.596,674.347,674.517,674.208,675.239,673.251,674.639,674.386,674.061,674.455,674.775,674.283,0,674.332,673.874,674.31,673.907,674.061,674.677,674.493,674.533,0,674.676,674.853,674.64,674.51,674.933,674.294,0,674.262,673.907,674.902,674.068,674.399,673.251,674.603,674.67,674.523,674.593,674.814,674.607,673.907,674.326,674.89,0,674.594,674.285
Infected,673.072,674.295,674.835,674.162,0,673.591,675.193,675.122,674.523,673.424,674.058,674.848,674.443,673.873,675.193,673.591,674.358,674.277,674.645,674.503,674.354,674.595,674.44,674.529,674.006,675.247,673.072,674.435,674.374,673.942,674.521,0,674.364,0,674.598,673.424,674.52,673.873,673.942,675.007,674.334,674.381,0,674.577,674.775,674.552,674.52,675.013,674.295,0,674.358,673.964,674.963,674.928,674.374,673.072,674.552,674.277,674.497,674.538,674.703,674.51,673.873,674.475,675.038,0,674.487,674.459
Infected,673.335,674.463,674.713,674.243,674.208,674.297,674.735,674.788,674.654,674.345,674.495,674.705,674.627,674.004,674.827,674.297,674.4,674.414,674.489,674.59,674.4,674.601,674.473,674.616,674.075,674.741,673.335,674.657,674.52,674.208,674.648,674.825,674.544,0,674.243,674.345,674.59,674.004,674.208,674.64,674.616,674.684,0,674.663,674.526,674.637,674.648,674.708,674.463,0,674.4,674.275,674.669,674.79,674.489,673.335,674.513,674.414,674.568,674.621,674.665,674.569,674.004,674.574,674.814,0,674.563,674.565
Infected,673.42,674.51,674.623,674.147,673.973,674.14,674.747,674.925,674.631,674.093,674.637,674.681,674.617,674.046,674.805,674.14,674.301,674.467,674.63,674.471,674.301,674.475,674.372,674.542,674.241,674.643,673.42,674.796,674.606,673.973,674.685,674.414,674.362,0,674.147,674.093,674.471,674.046,673.973,674.647,674.542,674.677,674.301,674.588,674.586,674.621,674.685,674.723,674.51,0,674.301,674.42,674.665,674.568,674.62,673.42,674.666,674.467,674.56,674.75,674.627,674.599,674.046,674.535,674.884,674.467,674.478,674.564
Infected,673.282,674.362,674.698,674.405,674.273,674.148,674.976,674.82,674.609,673.938,674.386,674.697,674.532,674.135,675.052,674.148,674.305,674.706,674.541,674.559,674.305,674.557,674.37,674.542,674.099,674.953,673.282,674.711,0,674.273,674.563,674.765,674.393,0,674.405,673.938,674.549,674.135,674.273,674.634,674.754,674.559,0,674.674,674.568,674.638,674.563,674.774,674.362,0,674.305,674.113,674.816,674.84,674.42,673.282,674.531,674.596,674.565,674.72,674.608,674.63,674.135,674.471,674.842,0,674.526,674.492
Infected,673.342,674.472,674.726,674.436,0,674.133,674.813,674.753,674.643,674.004,674.445,674.795,674.634,674.449,675.032,674.133,674.329,674.461,674.618,674.532,674.329,674.596,674.384,674.547,674.274,674.937,673.342,674.714,0,674.194,674.627,674.631,674.374,0,674.436,674.004,674.45,674.449,674.194,674.792,674.511,674.395,0,674.625,674.521,674.678,674.627,674.841,674.472,0,674.329,674.234,674.855,674.802,674.563,673.342,674.576,674.461,674.54,674.628,674.62,674.565,674.449,674.463,674.892,0,674.576,674.483
Infected,673.257,674.37,674.91,674.405,674.161,674.292,674.929,674.939,674.615,674.127,674.466,674.716,674.608,674.271,674.966,674.292,674.431,674.541,674.595,674.385,674.431,674.539,674.439,674.592,674.383,674.892,673.257,674.735,0,674.161,674.698,674.695,674.371,0,674.487,674.127,674.385,674.271,674.161,674.942,674.563,674.573,0,674.672,674.499,674.718,674.698,674.779,674.37,0,674.431,674.218,674.765,674.852,674.544,673.257,674.501,674.541,674.586,674.58,674.439,674.557,674.271,674.604,675.009,0,674.516,674.58
Infected,673.262,674.408,674.931,674.383,0,674.215,674.923,674.891,674.697,673.973,674.592,674.702,674.577,674.087,674.923,674.215,674.244,674.617,674.588,674.422,674.244,674.532,674.4,674.622,674.316,674.935,673.262,674.603,674.615,674.103,674.605,674.716,674.407,0,674.455,673.973,674.422,674.087,674.103,674.674,674.359,674.616,0,674.613,674.529,674.804,674.652,674.777,674.408,0,674.244,674.384,674.67,674.835,674.588,673.262,674.588,674.521,674.532,674.606,674.554,674.623,674.087,674.581,674.99,0,674.49,674.531
Infected,673.34,674.508,674.785,674.328,0,674.18,674.995,674.981,674.638,673.859,674.248,674.728,674.526,674.049,675.161,674.18,674.22,674.887,674.775,674.521,674.22,674.562,674.488,674.649,674.135,675.131,673.34,674.534,674.535,674.514,674.477,674.766,674.249,0,674.423,673.859,674.491,674.049,674.519,674.663,674.314,674.521,0,674.667,674.834,674.66,674.477,674.904,674.508,0,674.22,674.029,675.001,673.928,674.553,673.34,674.591,674.638,674.527,674.596,674.677,674.572,674.049,674.475,674.963,0,674.636,674.33
Infected,673.229,674.33,674.743,674.29,0,673.855,674.884,674.833,674.583,673.768,674.402,674.846,674.609,674.135,674.968,673.855,674.291,674.527,674.554,674.565,674.291,674.54,674.435,674.663,674.086,675.083,673.229,674.683,674.539,674.156,674.607,674.715,674.378,0,674.29,673.768,674.522,674.135,674.156,674.718,674.736,674.602,0,674.666,674.599,674.688,674.607,674.781,674.33,0,674.291,674.228,674.909,674.662,674.554,673.229,674.577,674.527,674.569,674.565,674.575,674.641,674.135,674.42,674.933,0,674.5,674.447
Infected,673.159,674.536,674.74,674.374,0,674.206,674.964,674.799,674.694,673.987,674.481,674.76,674.661,674.242,674.973,674.206,674.286,674.43,674.631,674.54,674.286,674.528,674.391,674.596,674.176,674.959,673.159,674.628,0,674.192,674.605,674.811,674.048,0,674.633,673.987,674.519,674.242,674.192,674.888,674.777,674.553,0,674.647,674.515,674.7,674.605,674.733,674.54,0,674.286,674.116,674.696,674.823,674.609,673.159,674.494,674.43,674.515,674.646,674.554,674.545,674.242,674.522,674.877,0,674.562,674.469
Infected,673.299,674.395,674.66,674.287,674.071,674.024,674.922,674.784,674.613,673.743,674.215,674.745,674.581,674.098,675.032,674.024,674.336,674.389,674.579,674.589,674.336,674.57,674.333,674.589,674.127,674.92,673.299,674.678,0,674.071,674.582,674.553,674.351,0,674.287,673.743,674.487,674.098,674.071,674.71,674.633,674.589,0,674.783,674.624,674.689,674.582,674.861,674.522,0,674.336,673.984,674.879,674.648,674.412,673.299,674.603,674.389,674.562,674.759,674.694,674.509,674.098,674.543,674.919,0,674.597,674.334
Infected,673.085,674.392,674.775,674.355,0,674.082,675.113,675.008,674.547,673.853,674.246,674.751,674.585,673.943,675.152,674.082,674.309,674.531,674.557,674.534,674.309,674.588,674.406,674.574,674.357,675.013,673.085,674.543,0,674.26,674.518,674.625,674.32,0,674.729,673.853,674.446,673.943,674.26,675.034,674.359,674.534,0,674.699,674.627,674.691,674.518,674.87,674.392,0,674.309,674.224,674.868,674.706,674.415,673.085,674.53,674.531,674.501,674.598,674.534,674.565,673.943,674.399,674.974,0,674.542,674.423
Infected,673.379,674.217,674.657768,674.291,673.981,674.101,674.877,674.907,674.593,673.866,674.252,674.68,674.555,673.969,675.292,674.101,674.36,674.392,674.539,674.559,674.36,674.589,674.396,674.58,674.128,675.009,673.379,674.522,0,673.981,674.488,674.713,674.308,0,674.492,673.866,674.482,673.969,673.981,674.916,674.128,674.559,0,674.665,674.834,674.647,674.488,674.908,674.217,0,674.36,674.213,674.866,674.893,674.402,673.379,674.593,674.392,674.578,674.668,674.68,674.658148,673.969,674.541,674.895,0,674.469,674.394
Infected,673.23,674.36,674.595,674.423,674.168,674.24,674.77,674.782,674.617,674.115,674.373,674.748,674.59,674.054,674.995,674.24,674.282,674.58,674.503,674.652,674.282,674.604,674.379,674.609,674.068,674.929,673.23,674.639,0,674.168,674.593,674.475,674.297,0,674.627,674.115,674.562,674.054,674.168,674.703,674.463,674.652,0,674.685,674.682,674.6,674.593,674.807,674.36,0,674.282,674.264,674.775,674.764,674.503,673.23,674.577,674.58,674.507,674.654,674.748,674.567,674.054,674.556,674.786,0,674.542,674.419
Infected,673.286,674.504,674.491,674.264,0,674.465,674.755,675.031,674.657608,674.209,674.352,674.783,674.544,674.24,675.035,674.465,674.22,674.549,674.456,674.537,674.22,674.641,674.378,674.668,674.253,674.896,673.286,674.587,0,674.362,674.596,675.073,674.311,0,674.264,674.243,674.649,674.24,674.362,674.741,674.253,674.451,0,674.673,674.568,674.735,674.596,674.766,674.504,0,674.22,674.256,674.751,674.777,674.456,673.286,674.454,674.549,674.59,674.642,674.781,674.539,674.24,674.466,674.712,0,674.665,674.431
Infected,673.22,674.473,674.497,674.356,0,674.524,674.739,674.911,674.622,674.182,674.336,674.701,674.542,674.432,675.035,674.362,674.211,674.625,674.59,674.579,674.211,674.654,674.359,674.622,674.422,674.799,673.22,674.573,0,674.371,674.599,674.76,674.358,0,674.616,674.38,674.586,674.432,674.371,674.964,674.589,674.579,674.211,674.694,674.506,674.686,674.599,674.71,674.473,0,674.211,674.322,674.756,674.507,674.529,673.22,674.484,674.574,674.511,674.655,674.701,674.516,674.432,674.573,674.721,674.539,674.597,674.325
Infected,673.524,674.328,674.56,674.266,674.196,674.034,674.666,674.691,674.61,673.899,674.314,674.742,674.559,674.058,675.175,674.034,674.259,674.485,674.416,674.551,674.259,674.612,674.31,674.564,673.794,675.076,673.524,674.698,674.37,674.196,674.572,674.659,674.248,0,674.266,673.899,674.477,674.058,674.196,674.533,674.297,674.623,0,674.75,674.816,674.6,674.572,674.928,674.328,0,674.259,674.3,674.87,674.931,674.416,673.524,674.719,674.485,674.573,674.681,674.742,674.595,674.058,674.563,674.767,0,674.602,674.477
Infected,673.157,674.336,674.671,674.307,673.978,673.941,675.031,675.033,674.616,673.833,674.264,674.695,674.612,674.174,675.042,673.941,674.31,674.434,674.471,674.577,674.31,674.551,674.473,674.572,674.261,675.07,673.157,674.558,674.465,673.978,674.559,674.735,674.347,0,674.547,673.833,674.554,674.174,673.978,674.932,674.261,674.592,0,674.644,674.718,674.695,674.559,674.836,674.336,0,674.31,674.224,674.823,674.636,674.465,673.157,674.575,674.434,674.566,674.728,674.695,674.651,674.174,674.61,674.924,0,674.57,674.399
Infected,673.083,674.24,674.701,674.347,0,674.064,674.992,674.918,674.631,673.935,674.292,674.776,674.407,673.903,675.103,674.064,674.275,674.498,674.618,674.539,674.275,674.592,674.36,674.53,674.143,675.09,673.083,674.59,674.462,674.183,674.543,674.758,674.317,0,674.442,673.935,674.458,673.903,674.183,674.832,674.403,674.325,0,674.68,674.624,674.681,674.607,674.849,674.24,0,674.275,674.187,674.853,674.999,674.535,673.083,674.537,674.498,674.528,674.743,674.621,674.513,673.903,674.57,674.899,0,674.481,674.386
Infected,673.568,674.502,674.785,674.422,0,674.347,674.957,674.875,674.661,674.074,674.441,674.714,674.701,674.414,674.99,674.347,674.444,674.569,674.689,674.521,674.444,674.673,674.543,674.622,674.354,675.028,673.568,674.477,0,674.166,674.635,674.816,674.558,0,674.505,674.074,674.521,674.414,674.166,674.731,674.488,674.545,674.444,674.767,674.706,674.754,674.502,674.865,674.502,0,674.444,674.391,674.774,674.834,674.378,673.568,674.679,674.569,674.742,674.68,674.649,674.551,674.414,674.556,674.957,674.601,674.661,674.579
Infected,673.072,674.484,675.093,674.332,673.891,674.128,675.075,674.817,674.608,674.158,674.341,674.61,674.792,674.103,675.075,674.128,674.252,674.334,674.709,674.531,674.252,674.615,674.479,674.652,674.248,675.19,673.072,674.734,674.397,673.891,674.585,674.924,674.702,0,674.736,674.158,674.345,674.103,673.891,675.143,674.322,674.72,0,674.736,674.673,674.748,674.585,674.743,674.484,0,674.252,674.348,674.904,674.981,674.397,673.072,674.515,674.334,674.696,674.671,674.61,674.405,674.103,674.492,675.369,0,674.579,674.526
Infected,673.111,674.374,674.765,674.092,674.394,674.052,675.111,674.827,674.642,673.716,674.073,674.794,674.617,673.984,675.237,674.052,674.286,674.607,674.465,674.547,674.286,674.636,674.45,674.639,673.709,675.224,673.111,674.588,0,674.394,674.537,674.928,674.387,0,674.706,673.716,674.608,673.984,674.394,674.423,674.399,674.547,0,674.762,674.844,674.646,674.541,674.976,674.374,0,674.286,674.25,674.901,674.183,674.342,673.111,674.617,674.607,674.641,674.689,674.791,674.585,673.984,674.398,675.015,0,674.662,674.431
Infected,673.153,674.538,674.77,674.228,674.205,674.491,674.719,674.807,674.638,674.315,674.509,674.894,674.681,674.167,674.841,674.491,674.256,674.541,674.521,674.591,674.256,674.614,674.233,674.545,674.319,674.691,673.153,674.8,0,674.205,674.614,674.568,674.449,0,674.228,674.6,674.461,674.167,674.205,674.573,674.681,674.7,0,674.545,674.567,674.592,674.614,674.774,674.538,0,674.256,674.54,674.778,674.804,674.521,673.153,674.579,674.541,674.475,674.641,674.851,674.543,674.167,674.652,674.947,0,674.525,674.535
Infected,673.237,674.455,674.668,674.418,674.658971,674.668,674.374,674.852,674.622,674.082,674.301,674.751,674.161,673.911,674.993,674.668,674.272,674.53,674.528,674.595,674.272,674.57,674.149,674.605,0,675.101,673.237,674.681,674.455,674.762,674.527,674.608,674.427,0,674.521,674.576,674.63,673.911,674.5,674.568,0,674.595,0,674.72,674.672,674.685,674.586,674.762,674.374,0,674.272,674.204,674.877,674.811,674.528,673.237,674.575,674.53,674.045,674.639,674.726,674.548,673.911,674.289,674.823,0,674.675,674.346
Infected,673.441,674.329,674.641,673.759,674.617,674.496,674.827,674.712,674.619,674.162,674.371,674.665,674.624,673.977,675.053,674.496,674.307,674.625,674.388,674.65,674.307,674.66,674.259,674.407,673.864,675.086,673.441,674.752,0,674.507,674.459,674.706,674.346,0,673.759,674.438,674.589,673.977,674.674,674.027,674.407,674.568,0,674.758,674.659,674.677,674.301,674.798,674.552,0,674.307,674.039,674.843,674.08,674.23,673.441,674.588,674.625,674.554,674.657858,674.665,674.613,673.977,674.502,674.844,0,674.703,674.547
Infected,673.1,674.522,674.6,674.226,674.707,674.795,674.77,675.05,674.616,673.645,673.894,674.915,674.409,674.155,675.484,674.795,674.408,674.909,674.488,674.472,674.408,674.605,674.334,674.624,674.08,675.462,673.1,674.614,674.265,674.525,674.411,675.06,674.316,0,674.578,674.38,674.556,674.155,675.064,674.4,674.246,674.472,0,674.727,674.997,674.664,0,675.061,674.559,0,674.408,674.133,674.951,673.533,674.265,673.1,674.598,674.711,674.46,674.602,674.915,674.5,674.155,674.054,675.008,0,674.88,674.361
Infected,673.202,674.489,674.67,674.289,674.142,674.49,674.822,674.904,674.67,674.195,674.516,674.694,674.623,674.064,674.983,674.49,674.341,674.462,674.579,674.579,674.341,674.6,674.355,674.622,674.364,674.821,673.202,674.646,0,674.142,674.647,674.592,674.354,0,674.337,674.366,674.56,674.064,674.142,674.674,674.396,674.611,0,674.681,674.377,674.625,674.647,674.749,674.505,0,674.341,674.347,674.777,674.591,674.473,673.202,674.405,674.462,674.478,674.737,674.694,674.588,674.064,674.567,674.805,0,674.549,674.507
Infected,673.083,674.502,674.654,674.369,674.103,674.403,674.567,674.997,674.605,674.106,674.538,674.89,674.611,674.076,674.951,674.403,674.286,674.393,674.634,674.544,674.286,674.551,674.294,674.708,674.26,674.793,673.083,674.696,674.544,674.103,674.669,674.58,674.315,0,674.669,674.233,674.525,674.076,674.103,674.868,674.51,674.527,0,674.622,674.516,674.622,674.669,674.794,674.502,0,674.286,674.359,674.761,674.837,674.544,673.083,674.501,674.393,674.457,674.703,674.595,674.606,674.076,674.373,674.846,0,674.565,674.546
Infected,673.133,674.555,674.885,0,674.123,674.318,674.89,674.86,674.574,674.366,674.454,674.698,674.651,674.268,674.89,674.318,674.331,674.481,674.477,674.57,674.331,674.596,674.332,0,674.455,674.838,673.133,674.723,674.248,674.123,674.596,674.679,674.489,0,674,674.366,674.442,674.268,674.123,674.768,0,674.643,0,674.697,674.574,674.732,674.596,674.868,674.555,0,674.331,674.296,674.709,675.015,674.477,673.133,674.604,674.481,674.449,674.697,674.698,674.559,674.268,674.504,675.188,0,674.587,674.529
Infected,672.815,674.29,674.934,674.357,0,673.98,674.74,674.851,674.541,674.032,674.425,674.753,674.569,674.031,674.991,673.98,674.196,674.417,674.542,674.625,674.196,674.513,674.254,674.506,673.827,674.914,672.815,674.834,674.431,673.844,674.577,674.747,674.286,0,674.816,674.032,674.51,674.031,673.844,674.984,674.439,674.625,0,674.742,674.464,674.477,674.577,674.786,674.29,0,674.196,674.444,674.762,675.087,674.431,672.815,674.513,674.417,674.393,674.708,674.753,674.556,674.031,674.373,675.088,0,674.369,674.365
Infected,673.137,674.519,674.559,674.368,0,674.587,674.319,674.965,674.614,674.047,674.446,674.652,674.457,673.947,674.975,674.587,674.254,674.672,674.505,674.654,674.254,674.61,674.223,674.706,674.123,674.835,673.137,674.626,674.465,674.514,674.642,674.501,674.254,0,674.447,674.565,674.615,673.947,674.626,674.352,674.445,674.463,0,674.674,674.366,674.651,674.334,674.756,674.319,0,674.245,674.393,674.734,674.387,674.465,673.137,674.43,674.65,674.197,674.654,674.652,674.641,673.947,674.245,674.816,0,674.656,674.513
Infected,673.191,674.501,674.62,674.397,673.997,674.304,674.789,674.835,674.61,674.145,674.51,674.776,674.651,674.214,674.987,674.304,674.252,674.452,674.633,674.53,674.252,674.512,674.41,674.619,674.51,674.811,673.191,674.716,0,673.997,674.646,674.845,674.25,0,674.495,674.145,674.576,674.214,673.997,675.031,674.519,674.53,0,674.671,674.379,674.731,674.688,674.771,674.555,0,674.252,674.172,674.744,674.772,674.556,673.191,674.418,674.452,674.533,674.536,674.646,674.578,674.214,674.519,674.799,0,674.492,674.435
Infected,673.21,674.459,674.736,674.406,0,674.432,674.944,674.861,674.619,674.088,674.458,674.741,674.603,674.254,674.993,674.432,674.252,674.457,674.677,674.595,674.252,674.617,674.388,674.666,674.382,674.752,673.21,674.734,0,674.035,674.609,674.897,674.291,0,674.753,674.36,674.6,674.254,674.035,675.158,674.518,674.595,0,674.662,674.616,674.665,674.602,674.832,674.459,0,674.252,674.306,674.77,674.947,674.531,673.21,674.521,674.457,674.556,674.663,674.741,674.53,674.254,674.598,675.028,0,674.498,674.524
Infected,673.323,674.535,674.705,673.712,0,674.555,675.048,674.85,674.63,673.981,674.385,674.707,674.676,674.17,675.072,674.555,674.379,674.519,674.214,674.634,674.379,674.68,674.408,674.556,674.373,675.047,673.323,674.736,674.416,674.334,674.553,674.808,674.391,0,673.712,674.426,674.535,674.17,674.334,674.077,674.556,674.672,0,674.704,674.773,674.787,674.228,674.897,674.535,0,674.379,674.124,675.097,674.69,674.214,673.323,674.593,674.519,674.553,674.677,674.707,674.607,674.17,674.564,674.99,0,674.762,674.515
Infected,673.924,674.24,674.813,674.36,0,674.758,674.834,674.818,674.606,674.018,674.427,674.642,674.578,673.78,674.834,674.717,674.303,674.563,674.293,674.637,674.303,674.603,674.309,674.643,674.099,674.995,673.924,674.791,0,674.584,674.531,674.873,674.276,0,674.36,674.606,674.572,673.78,674.879,674.284,674.745,674.373,0,674.737,674.698,674.713,674.16,674.758,674.592,0,674.303,674.412,674.667,674.946,674.223,673.924,674.66,674.563,674.519,674.706,674.642,674.628,673.78,674.422,675.065,0,674.782,674.396
Infected,673.135,674.491,674.644,674.234,674.277,674.354,674.635,674.786,674.57,674.121,674.492,674.664,674.655,674.13,674.948,674.354,674.175,674.448,674.536,674.694,674.175,674.599,674.067,674.62,674.205,674.74,673.135,674.743,674.491,674.277,674.604,674.631,674.423,0,674.234,674.382,674.53,674.13,674.277,674.567,674.719,674.706,0,674.62,674.536,674.578,674.526,674.756,674.559,0,674.175,674.143,674.781,674.859,674.504,673.135,674.517,674.448,674.475,674.713,674.664,674.589,674.13,674.461,674.874,0,674.551,674.515
Infected,672.915,674.435,674.524,674.363,673.974,673.953,674.946,674.929,674.576,673.995,674.475,674.681,674.62,674.332,675.055,673.953,674.218,674.434,674.455,674.604,674.218,674.541,674.277,674.59,674.246,674.896,672.915,674.664,674.468,673.974,674.611,674.914,674.283,0,674.789,673.995,674.497,674.332,673.974,675.022,674.559,674.604,0,674.628,674.432,674.65,674.611,674.847,674.435,0,674.218,673.781,674.957,674.768,674.455,672.915,674.471,674.434,674.521,674.718,674.681,674.574,674.332,674.49,675.01,0,674.543,674.37
Infected,673.007,674.402,674.658922,673.96,0,674.22,674.597,674.754,674.601,674.256,674.58,674.843,674.618,674.194,674.916,674.22,674.164,674.403,674.405,674.679,674.164,674.516,674.211,674.587,674.036,674.756,673.007,674.833,674.481,674.082,674.639,674.617,674.093,0,673.96,674.256,674.502,674.194,674.082,674.646,674.65,674.679,0,674.587,674.548,674.63,674.639,674.761,674.402,0,674.164,674.445,674.812,674.784,674.405,673.007,674.574,674.403,674.616,674.687,674.843,674.556,674.194,674.432,674.828,0,674.5,674.385
Infected,673.523,674.441,674.7,673.555,0,674.7,674.729,675.016,674.67,673.763,673.684,674.818,673.91,674.226,675.561,673.999,674.408,674.718,674.529,674.452,674.408,674.714,674.3,674.358,674.238,675.27,673.523,674.063,0,674.422,674.39,0,674.512,0,673.555,674.389,674.649,674.226,674.968,674.338,674.238,674.452,0,674.678,675.323,674.753,674.11,675.103,674.528,0,674.408,674.203,675.07,673.73,674.304,673.523,674.588,674.706,674.299,674.836,674.818,674.595,674.226,674.057,674.95,0,674.761,674.574
Infected,673.116,674.446,674.731,674.354,0,674.477,674.508,674.768,674.683,674.284,674.286,674.787,674.48,674.102,675.075,674.323,674.322,674.406,674.575,674.574,674.322,674.599,674.242,674.689,674.069,675.07,673.116,674.508,0,674.519,674.543,674.844,674.187,0,674.356,674.302,674.574,674.102,674.476,674.721,674.402,674.371,0,674.617,674.595,674.598,674.548,674.811,674.508,0,674.322,674.141,674.811,674.533,674.451,673.116,674.541,674.406,674.415,674.732,674.679,674.534,674.102,674.359,674.801,0,674.597,674.345
Infected,673.602,674.395,674.685,673.961,674.734,674.503,675.085,674.912,674.681,673.633,673.803,674.736,674.31,674.065,675.501,674.184,674.328,674.666,674.551,674.557,674.328,674.724,674.248,674.397,674.229,675.413,673.602,674.323,674.298,674.536,674.439,674.741,674.307,0,673.961,674.248,674.605,674.065,674.855,674.503,674.356,674.466,0,674.671,675.215,674.687,674.061,675.062,674.545,0,674.328,673.976,675.255,673.383,674.298,673.602,674.708,674.656,674.391,674.719,674.736,674.601,674.065,674.298,674.963,0,674.703,674.401
Infected,673.066,674.251,674.64,674.416,0,674.384,674.701,674.75,674.621,673.99,674.154,674.686,674.457,674.169,675.195,674.384,674.154,674.579,674.529,674.516,674.154,674.634,674.253,674.59,674.07,675.036,673.066,674.625,674.483,673.99,674.523,674.971,674.238,0,674.467,674.22,674.465,674.169,673.99,674.867,674.458,674.516,0,674.602,674.729,674.608,674.541,674.863,674.251,0,674.154,673.837,674.839,674.802,674.488,673.066,674.559,674.579,674.482,674.665,674.686,674.609,674.169,674.503,674.862,0,674.588,674.306
Infected,673.135,674.507,674.77,674.421,674.26,674.583,674.747,674.759,674.652,674.402,674.359,674.783,674.665,674.357,675.062,674.583,674.293,674.679,674.634,674.561,674.293,674.591,674.362,674.635,674.243,674.992,673.135,674.709,0,674.26,674.589,674.808,674.499,674.687,674.48,674.452,674.497,674.357,674.26,674.654,674.452,674.6,0,674.785,674.65889,674.729,674.589,674.854,674.514,674.546,674.293,674.475,674.8,674.543,674.501,673.135,674.603,674.627,674.59,674.644,674.783,674.602,674.357,674.564,674.885,0,674.631,674.499
Infected,672.869,674.054,674.565,674.125,0,674.432,674.942,675.02,674.638,673.783,673.919,674.755,674.479,674.165,675.707,674.432,674.307,674.482,674.527,674.595,674.307,674.734,674.34,674.636,0,675.347,672.869,674.463,0,674.224,674.483,675.131,674.236,0,674.7,673.959,674.353,674.165,674.224,674.702,0,674.595,0,674.744,674.865,674.444,674.287,675.19,674.054,0,674.307,673.989,674.99,674.049,674.259,672.869,674.606,674.482,674.4,674.794,674.755,674.456,674.165,674.279,675.03,0,674.75,674.303
