% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE RASD2 NUMERIC
@ATTRIBUTE S1PR3 NUMERIC
@ATTRIBUTE B2M NUMERIC
@ATTRIBUTE KCNIP2 NUMERIC
@ATTRIBUTE SERINC2 NUMERIC
@ATTRIBUTE GRB2 NUMERIC
@ATTRIBUTE TRIM47 NUMERIC
@ATTRIBUTE TMEM176B NUMERIC
@ATTRIBUTE CP NUMERIC
@ATTRIBUTE CKLF NUMERIC
@ATTRIBUTE DDAH1 NUMERIC
@ATTRIBUTE DAK NUMERIC
@ATTRIBUTE RNF181 NUMERIC
@ATTRIBUTE SSTR1 NUMERIC
@ATTRIBUTE CPPED1 NUMERIC
@ATTRIBUTE CD53 NUMERIC
@ATTRIBUTE MACF1 NUMERIC
@ATTRIBUTE PLD4 NUMERIC
@ATTRIBUTE FGFRL1 NUMERIC
@ATTRIBUTE TMED4 NUMERIC
@ATTRIBUTE SPATA5 NUMERIC
@ATTRIBUTE GUSB NUMERIC
@ATTRIBUTE CDC23 NUMERIC
@ATTRIBUTE RBMS2 NUMERIC
@ATTRIBUTE PRSS23 NUMERIC
@ATTRIBUTE TNKS2 NUMERIC
@ATTRIBUTE FOXO1 NUMERIC
@ATTRIBUTE ARHGAP1 NUMERIC
@ATTRIBUTE ATP2B3 NUMERIC
@ATTRIBUTE ARHGAP23 NUMERIC
@ATTRIBUTE STK40 NUMERIC
@ATTRIBUTE TXNL1 NUMERIC
@ATTRIBUTE FOXC2 NUMERIC
@ATTRIBUTE TLE4 NUMERIC
@ATTRIBUTE ANKRD28 NUMERIC
@ATTRIBUTE FAHD1 NUMERIC
@ATTRIBUTE S100A10 NUMERIC
@ATTRIBUTE MRPL52 NUMERIC
@ATTRIBUTE RALGPS2 NUMERIC
@ATTRIBUTE HDDC3 NUMERIC
@ATTRIBUTE SLC40A1 NUMERIC
@ATTRIBUTE AGAP3 NUMERIC
@ATTRIBUTE PARP14 NUMERIC
@ATTRIBUTE EZH1 NUMERIC
@ATTRIBUTE ABI2 NUMERIC
@ATTRIBUTE COL11A1 NUMERIC
@ATTRIBUTE DCAF6 NUMERIC
@ATTRIBUTE SPATA6 NUMERIC
@ATTRIBUTE ESD NUMERIC
@ATTRIBUTE KTELC1 NUMERIC
@ATTRIBUTE ARMC10 NUMERIC
@ATTRIBUTE MAGI3 NUMERIC
@ATTRIBUTE NOP58 NUMERIC
@ATTRIBUTE RBM24 NUMERIC
@ATTRIBUTE CHCHD4 NUMERIC
@ATTRIBUTE SETBP1 NUMERIC
@ATTRIBUTE SYNJ2BP NUMERIC
@ATTRIBUTE TMEM150C NUMERIC
@ATTRIBUTE CDH23 NUMERIC
@ATTRIBUTE PRDM15 NUMERIC
@ATTRIBUTE FAM103A1 NUMERIC
@ATTRIBUTE RPS5 NUMERIC
@ATTRIBUTE MRS2 NUMERIC
@ATTRIBUTE MEX3C NUMERIC
@ATTRIBUTE EEF2 NUMERIC
@ATTRIBUTE DLG1 NUMERIC
@ATTRIBUTE CCDC126 NUMERIC
@ATTRIBUTE NRBF2 NUMERIC
@ATTRIBUTE ZNF503 NUMERIC
@ATTRIBUTE MSL1 NUMERIC
@ATTRIBUTE DTX3L NUMERIC
@ATTRIBUTE ATG10 NUMERIC
@ATTRIBUTE USP38 NUMERIC
@ATTRIBUTE CDCA7 NUMERIC
@ATTRIBUTE SFXN4 NUMERIC
@ATTRIBUTE KY NUMERIC
@ATTRIBUTE GALM NUMERIC
@ATTRIBUTE AZI2 NUMERIC
@ATTRIBUTE ADCY5 NUMERIC
@ATTRIBUTE FAM129B NUMERIC
@ATTRIBUTE PAN3 NUMERIC
@ATTRIBUTE RAB10 NUMERIC
@ATTRIBUTE ZBTB43 NUMERIC
@ATTRIBUTE RPS27A NUMERIC
@ATTRIBUTE ABHD13 NUMERIC
@ATTRIBUTE ZFP36L2 NUMERIC
@ATTRIBUTE SHANK2 NUMERIC
@ATTRIBUTE RNF207 NUMERIC
@ATTRIBUTE PCM1 NUMERIC
@ATTRIBUTE NPHP1 NUMERIC
@ATTRIBUTE ANKRD17 NUMERIC
@ATTRIBUTE THRB NUMERIC
@ATTRIBUTE COL27A1 NUMERIC
@ATTRIBUTE AP1M1 NUMERIC
@ATTRIBUTE DOCK1 NUMERIC
@ATTRIBUTE NOL6 NUMERIC
@ATTRIBUTE LTBR NUMERIC
@ATTRIBUTE CXCL16 NUMERIC
@ATTRIBUTE ENSA NUMERIC
@ATTRIBUTE AMN1 NUMERIC
@ATTRIBUTE CCNY NUMERIC
@ATTRIBUTE GABRG1 NUMERIC
@ATTRIBUTE PRKAR2A NUMERIC
@ATTRIBUTE FAM116A NUMERIC
@ATTRIBUTE ANKRD37 NUMERIC
@ATTRIBUTE ID4 NUMERIC
@ATTRIBUTE CASP3 NUMERIC
@ATTRIBUTE TPM3 NUMERIC
@ATTRIBUTE PRIC285 NUMERIC
@ATTRIBUTE ANGPT2 NUMERIC
@ATTRIBUTE USP9X NUMERIC
@ATTRIBUTE GPC3 NUMERIC
@ATTRIBUTE AS3MT NUMERIC
@ATTRIBUTE RBM39 NUMERIC
@ATTRIBUTE SUDS3 NUMERIC
@ATTRIBUTE RAPH1 NUMERIC
@ATTRIBUTE PROM2 NUMERIC
@ATTRIBUTE PXK NUMERIC
@ATTRIBUTE MPZL2 NUMERIC
@ATTRIBUTE REV3L NUMERIC
@ATTRIBUTE RGS5 NUMERIC
@ATTRIBUTE NSD1 NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE TACR1 NUMERIC
@ATTRIBUTE A1BG NUMERIC
@ATTRIBUTE PURB NUMERIC
@ATTRIBUTE IGFBPL1 NUMERIC
@ATTRIBUTE LRTOMT NUMERIC
@ATTRIBUTE CREBZF NUMERIC
@ATTRIBUTE TNRC6A NUMERIC
@ATTRIBUTE AFF4 NUMERIC
@ATTRIBUTE CREBBP NUMERIC
@ATTRIBUTE EGR4 NUMERIC
@ATTRIBUTE CADM1 NUMERIC
@ATTRIBUTE RPL22 NUMERIC
@ATTRIBUTE CAMK2D NUMERIC
@ATTRIBUTE WIPF3 NUMERIC
@ATTRIBUTE OAF NUMERIC
@ATTRIBUTE SAMD4B NUMERIC
@ATTRIBUTE ZMIZ1 NUMERIC
@ATTRIBUTE ARHGEF7 NUMERIC
@ATTRIBUTE DAZAP2 NUMERIC
@ATTRIBUTE PNPO NUMERIC
@ATTRIBUTE SLC44A1 NUMERIC
@ATTRIBUTE MRPL51 NUMERIC
@ATTRIBUTE FXN NUMERIC
@ATTRIBUTE HDAC2 NUMERIC
@ATTRIBUTE MLLT10 NUMERIC
@ATTRIBUTE DNAJC5 NUMERIC
@ATTRIBUTE MMAA NUMERIC
@ATTRIBUTE HNRNPU NUMERIC
@ATTRIBUTE USP28 NUMERIC
@ATTRIBUTE NUP153 NUMERIC
@ATTRIBUTE ANAPC5 NUMERIC
@ATTRIBUTE CALCRL NUMERIC
@ATTRIBUTE LIMCH1 NUMERIC
@ATTRIBUTE FOXO3 NUMERIC
@ATTRIBUTE SCRT1 NUMERIC
@ATTRIBUTE GJB6 NUMERIC
@ATTRIBUTE PRKAA1 NUMERIC
@ATTRIBUTE MECOM NUMERIC
@ATTRIBUTE TRAF4 NUMERIC
@ATTRIBUTE SFRS18 NUMERIC
@ATTRIBUTE CSNK1G3 NUMERIC
@ATTRIBUTE TEAD2 NUMERIC
@ATTRIBUTE RPL37 NUMERIC
@ATTRIBUTE SPDYA NUMERIC
@ATTRIBUTE FOLR2 NUMERIC
@ATTRIBUTE SIX5 NUMERIC
@ATTRIBUTE EIF4E2 NUMERIC
@ATTRIBUTE ARL8A NUMERIC
@ATTRIBUTE PLBD2 NUMERIC
@ATTRIBUTE SEC63 NUMERIC
@ATTRIBUTE KRT19 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE PIGU NUMERIC

@DATA
Control,44.5105,208.9455,169.3705,43.6915,87.8485,366.5295,301.0455,40.4145,1000.9825,33.4685,314.6285,24.6405,1839.7745,1.2235,399.9415,1000.9825,21.6795,449.3705,8.6265,228.7235,216.4555,31.4835,466.5865,23.2825,18.1815,450.3505,348.5515,25.3135,1172.3135,820.3265,99.4865,701.3775,56.5735,45.5635,449.1225,9.3275,741.9995,20.0605,75.7925,19.1815,383.7365,987.1015,13.2795,14.8435,14.4225,575.4425,741.9995,26.6045,18.7715,25.7595,199.8595,301.0455,23.7195,481.7725,36.4585,4.6185,139.9775,820.3265,7.5725,16.9035,33.1935,26.4595,146.7105,68.5765,12.9635,12.0115,245.6505,19.2825,133.3675,1123.8795,10.4355,170.6555,424.7405,128.4845,10.1845,47.4835,741.9995,327.7955,66.7865,20.1055,301.0455,13.1365,99.7785,608.6615,104.5565,412.0305,21.1675,987.1015,716.0335,59.2165,286.1465,20.2885,481.7725,24.0435,9.9565,0.798500000000001,122.7945,1522.2005,14.9095,741.9995,187.3705,571.0195,361.4865,21.4395,174.0525,389.6655,33.2965,147.8565,25.8545,640.6745,238.3295,6.6845,60.8125,348.5515,208.9455,128.4845,22.3215,9.6105,481.7725,115.4285,7.0275,25.3925,1839.7745,27.4975,27.1555,133.3675,26.3545,575.4425,29.1945,20.1055,178.6815,383.7365,820.3265,19.2415,6.97049999999999,712.9905,228.5555,17.8015,741.9995,18.5885,33.1935,431.8105,18.0735,59.6395,575.4425,987.1015,93.0875,70.8415,22.4135,56.5735,6.97049999999999,197.5335,113.3385,33.1935,192.0115,712.9905,881.7505,0.656499999999998,24.3775,19.8385,2.8135,491.9695,22.5945,424.7405,24.3965,75.7925,25.1055,26.0715,67.8315,797.5655,36.2495,73.7665,725.2145,1.0915,11.1505,36.7535
Control,41.8745,222.9105,312.9295,10.8335,64.5415,388.9365,216.0145,48.9855,803.0365,7.15949999999999,478.4945,15.8775,1614.6225,0.601500000000001,326.1665,803.0365,19.4945,578.0115,10.7445,200.9265,90.0495,40.3685,300.8915,2.5275,1.8655,702.2085,301.4825,5.6455,876.6325,585.4865,215.9075,120.7785,22.5395,39.0025,757.1345,3.2275,725.8795,10.2645,58.2155,18.2285,130.4265,644.9505,13.5675,8.5805,98.7325,468.9685,725.8795,24.8085,26.9125,25.9855,169.9415,216.0145,24.5645,375.2545,22.5575,13.6435,238.7595,585.4865,30.4815,19.0435,7.15949999999999,23.1755,23.6475,128.0395,25.9595,92.9665,150.4015,19.4355,200.9265,883.3065,2.9455,283.3465,356.2825,91.2835,4.7155,46.4985,725.8795,386.4385,63.1215,13.3665,216.0145,5.8955,47.8705,717.3095,200.9265,459.7515,21.6805,644.9505,361.3175,128.0395,247.3255,8.3335,375.2545,15.5405,2.9085,8.2825,224.4375,3444.9385,20.9575,725.8795,195.3095,416.2115,100.7365,24.1935,288.6605,429.2745,94.4805,215.9075,25.9085,1003.4895,291.2365,33.5525,80.9885,301.4825,222.9105,91.2835,9.3815,4.2645,375.2545,103.7345,8.3595,25.6935,1614.6225,23.5155,26.9385,174.0695,26.6755,468.9685,57.9005,13.3665,217.2635,266.8365,585.4865,15.1565,14.1725,755.7755,322.0055,26.8475,725.8795,45.8515,45.8515,489.8505,29.5005,56.0825,468.9685,644.9505,36.9035,85.8085,21.6805,22.5395,14.1725,126.8785,143.4655,7.15949999999999,212.7535,755.7755,631.7565,20.3025,13.7765,240.4455,1.1565,369.9795,3.7045,356.2825,25.5455,58.2155,32.8835,25.8925,92.8375,634.8565,240.7085,73.6435,462.3705,0.558500000000002,29.6355,3.0815
Control,63.4205,361.0275,288.4905,11.4285,117.6895,319.1185,131.3385,54.1065,797.9535,10.2765,292.5055,26.3235,1889.8475,3.3275,215.4625,797.9535,19.2805,210.3625,2.2495,255.1035,212.3415,30.2475,327.1985,8.9325,12.0855,540.3165,303.8595,3.3425,1174.0155,1518.0895,182.4505,556.9505,50.5435,10.0005,276.7005,2.4135,1285.8035,21.4155,43.1295,19.6225,259.7945,520.3885,12.6175,13.3675,27.9055,513.9785,1285.8035,17.3855,26.0765,26.2915,170.8275,131.3385,25.7435,370.4355,31.8725,16.7255,151.7345,1518.0895,6.5015,15.9445,5.4735,24.1805,25.9115,48.6295,17.2925,45.1185,189.4685,23.9935,255.1035,1052.4515,625.1175,148.0015,453.7965,64.0035,12.8865,2.4535,1285.8035,336.8815,66.5855,32.6875,131.3385,10.1245,38.6125,461.0625,255.1035,506.4455,20.6055,520.3885,539.4215,48.6295,336.0655,22.4845,370.4355,24.2085,19.9695,9.5865,288.4905,1578.8315,7.4265,1285.8035,189.3835,427.5305,176.1215,19.8295,279.0785,331.7295,41.1615,182.4505,26.4525,957.8965,303.0635,21.8795,57.3565,303.8595,361.0275,96.5115,17.3365,4.5325,370.4355,108.4295,6.2165,25.5515,1889.8475,27.2805,27.2245,215.1265,25.9375,513.9785,26.0275,32.6875,197.7935,259.7945,1518.0895,18.3405,5.0195,818.4165,306.6785,26.8495,1285.8035,64.1795,64.1795,492.1505,14.9015,61.9075,513.9785,282.8345,162.7285,15.8585,20.6055,50.5435,5.0195,223.8335,183.6445,5.4735,371.5265,818.4165,520.3885,6.9715,17.6725,41.3465,7.1755,485.9795,0.644499999999997,453.7965,25.3975,43.1295,18.4915,16.5085,111.8095,1260.9475,77.2875,143.5585,662.9785,9.5635,85.5205,11.6535
Control,34.5745,191.3755,203.4545,4.0175,67.1615,419.0585,303.0525,28.8175,722.2955,34.7695,313.8765,18.5505,2007.6385,5.2755,352.5225,722.2955,24.2045,475.3925,0.676499999999997,84.9515,88.8595,34.7595,387.1045,14.0925,12.0185,448.8545,241.6045,12.8655,1166.4565,711.2285,108.1615,685.2665,51.8605,5.41249999999999,639.7975,4.7895,645.9825,22.4075,115.5815,19.0945,392.4315,908.5365,12.7515,3.9395,36.7305,562.6305,645.9825,23.8925,25.9815,26.5955,185.3735,303.0525,25.0675,406.7445,37.6625,8.1095,194.9785,711.2285,2.1745,15.2215,26.1115,26.4365,111.7045,85.1265,24.4445,46.0725,173.1545,19.6505,119.3185,1442.7445,13.7215,203.9295,261.2215,156.5225,8.9485,48.7525,645.9825,396.8385,78.4595,1.1535,303.0525,12.3075,81.0055,684.4575,84.9515,400.4585,12.2455,908.5365,604.9025,80.6745,257.9845,16.0225,406.7445,15.3465,18.0545,8.7895,128.8765,1932.7255,9.9085,645.9825,158.6835,559.3805,314.6145,23.4475,146.6155,383.3735,44.7005,133.5675,24.9005,677.5935,213.0285,2.5735,43.0765,241.6045,191.3755,156.5225,10.1445,2.2005,406.7445,136.4945,12.0345,15.9725,2007.6385,32.1595,27.4765,119.3185,26.4645,562.6305,34.8705,1.1535,202.2835,392.4315,711.2285,19.6505,4.2775,669.6915,183.0185,12.2725,645.9825,17.8815,26.1115,425.6705,34.9625,69.3165,562.6305,852.1675,132.5945,78.5535,12.2455,51.8605,4.2775,202.1745,128.4495,26.1115,191.0955,669.6915,908.5365,20.1225,16.0015,5.4105,8.6825,469.4455,13.3505,261.2215,26.0105,115.5815,52.8245,25.6985,85.0695,669.6885,51.8855,74.9905,638.0675,12.5805,13.1925,19.9305
Control,22.2345,287.9405,325.2485,12.6405,129.8025,337.5095,298.8385,40.1905,857.1805,0.255500000000001,401.5315,26.1075,2070.7945,1.6705,347.9215,857.1805,20.7925,616.2245,3.6545,193.9065,95.0345,12.8225,428.8625,12.8695,2.5675,535.5695,372.7715,0.262499999999999,860.9575,784.6205,280.7375,152.6105,32.2895,31.6105,576.0195,20.7685,988.5295,17.7915,15.8365,16.3375,146.8535,883.9025,11.5835,10.0145,93.5905,650.4725,988.5295,25.6585,26.6695,25.3725,138.0885,298.8385,24.3165,432.8825,20.7325,21.6415,245.7955,784.6205,6.5575,25.9575,0.255500000000001,22.4975,26.3825,111.4005,26.7055,52.6505,119.9005,15.5615,132.8905,756.2235,1.6405,215.4725,227.6125,142.9295,6.2495,66.4795,988.5295,397.4595,64.2425,5.7065,298.8385,3.2235,26.9505,839.0005,132.8905,547.4745,9.6575,883.9025,344.9085,111.4005,302.6895,28.5975,432.8825,23.7965,2.4485,16.8875,257.7115,3175.0695,19.7345,988.5295,198.5375,546.6345,97.7405,23.3575,255.2705,678.5945,92.1215,280.7375,25.2605,1113.9885,345.6165,10.0885,67.6715,372.7715,287.9405,142.9295,19.6305,21.0295,432.8825,135.3445,8.4715,25.1225,2070.7945,4.3315,27.4525,112.0245,26.9495,650.4725,25.7905,5.7065,339.6665,167.4645,784.6205,15.5615,1.6915,1007.5085,341.3565,26.4515,988.5295,75.6995,118.7355,531.0655,26.5785,66.6265,650.4725,883.9025,18.2025,26.8885,9.6575,32.2895,1.6915,109.1315,191.5965,0.255500000000001,297.0235,1007.5085,423.6315,21.9085,21.6105,71.9585,3.4795,265.6245,11.0645,227.6125,25.0185,15.8365,36.3135,25.5435,104.6845,901.7225,99.7525,32.2895,604.2925,11.6015,21.3535,8.8585
Control,50.1665,425.8935,409.8435,10.7425,116.2635,379.2925,155.4265,42.7355,753.0435,2.6215,308.6335,20.2075,1728.1825,1.7565,207.2495,753.0435,20.1725,230.5565,2.7065,248.3025,115.4915,25.7045,388.9725,1.1065,0.220500000000001,503.9815,257.6875,3.6935,1094.7655,1301.9545,201.1425,593.0785,60.1685,19.3605,353.7535,3.8895,1211.7575,20.2755,10.4715,13.5405,241.5055,567.1705,25.4905,4.4565,53.0285,435.6045,1211.7575,18.7395,26.2975,26.2605,176.7515,155.4265,24.1955,368.8455,22.1665,26.1175,205.7795,1301.9545,2.5515,15.5335,7.4175,23.8515,24.3145,41.9085,11.4795,47.3885,209.6685,22.1115,207.6745,1006.1215,598.9075,168.7975,582.0405,66.9815,7.1915,27.2325,1211.7575,358.3035,82.9775,5.3875,155.4265,4.2035,38.3505,583.4225,207.6745,593.7635,14.4975,567.1705,509.8705,41.9085,267.3835,15.7525,368.8455,24.3725,20.4545,14.4465,409.8435,1784.9935,15.9315,1211.7575,238.2475,458.8555,175.1835,23.2915,246.4215,415.9255,38.5675,201.1425,27.1455,688.4615,272.3985,21.2455,73.6235,257.6875,425.8935,98.8985,15.8075,9.7215,368.8455,119.5135,3.2845,24.8815,1728.1825,19.5395,26.7905,205.6025,26.7925,435.6045,16.1515,5.3875,272.3985,241.5055,1301.9545,19.9085,13.0425,691.8635,310.1125,25.5075,1211.7575,65.5715,65.5715,499.6545,23.4355,59.9685,435.6045,334.7705,147.1735,21.6785,14.4975,60.1685,13.0425,190.8165,256.4715,7.4175,364.0695,691.8635,567.1705,2.0745,15.6305,26.7115,21.9575,468.9185,10.3875,582.0405,25.6135,10.4715,43.4365,17.5415,113.1985,1296.8835,101.8185,123.0915,547.4075,0.848500000000001,61.1525,0.683499999999999
Control,41.1445,278.5905,146.7315,1.4105,118.5805,378.4255,433.9595,13.3285,886.3025,40.6495,412.0745,16.2995,1556.9985,8.1275,457.4975,886.3025,22.6665,371.2455,2.0485,205.0465,95.2195,31.4695,509.6595,6.0305,3.6765,537.0625,376.6625,16.6275,963.2415,868.7605,154.9015,375.2075,57.5025,36.4225,631.2875,6.9215,800.7585,5.6775,57.6545,19.0615,223.7995,1197.6075,24.8135,2.8845,34.7515,741.1635,800.7585,23.5875,25.5545,24.3915,167.8085,433.9595,26.2805,636.6745,8.1315,19.9475,196.8755,868.7605,10.0185,22.0895,16.7705,24.1715,114.9315,99.9565,21.9435,27.4205,192.9635,24.1935,117.5825,1062.4845,8.5735,111.8995,233.6005,153.2575,6.4835,68.3035,800.7585,402.7655,56.9625,29.7305,433.9595,17.0095,72.4965,555.3155,114.0425,547.0595,20.7075,1197.6075,604.4935,99.9565,336.3495,29.9145,636.6745,8.5095,18.1175,19.6845,115.5545,2107.3585,5.3155,800.7585,153.2915,626.5925,334.6755,22.1545,96.4725,502.7025,56.4355,154.9015,26.2965,652.5895,297.8105,6.1785,56.2915,376.6625,278.5905,153.2575,24.4945,20.9025,636.6745,169.9615,11.3455,20.3045,1556.9985,27.4565,27.3345,117.5825,26.8595,741.1635,23.1575,29.7305,188.1875,223.7995,868.7605,19.2615,6.3725,830.8095,215.4995,15.2355,800.7585,20.1305,20.1305,479.0185,23.1045,66.5175,741.1635,827.2055,85.0105,47.2075,22.5375,57.5025,6.3725,227.3235,96.8765,16.7705,219.8105,830.8095,1197.6075,5.3555,24.7605,4.4595,0.130500000000001,376.2045,16.3035,233.6005,25.7535,57.6545,23.9185,24.1925,57.4245,773.4085,48.1745,57.5025,771.7635,4.9565,0.685499999999998,30.0245
Control,31.2865,361.4565,197.9655,1.4345,134.7365,345.3805,308.3435,27.0255,525.3295,3.3415,397.9685,19.3755,1977.7025,3.0675,392.8615,525.3295,22.9685,631.5815,2.8045,228.2165,157.9535,23.8055,443.0705,18.5285,16.2795,575.6285,445.4735,10.5385,905.7655,849.1315,318.3995,152.6445,71.4795,31.3825,581.2145,12.2105,1093.2815,18.1685,0.346499999999999,19.7515,184.7945,842.7225,26.6425,5.6485,170.4865,697.8405,1093.2815,13.8735,27.1895,26.6385,126.1805,308.3435,26.1665,489.7735,7.9025,17.1515,253.2845,849.1315,11.6335,19.4315,3.3415,26.5475,25.0265,101.5855,22.8905,38.0915,155.1115,22.7355,157.9395,1006.3355,7.4945,163.9605,151.9785,115.0875,9.3175,56.0605,1093.2815,326.6285,59.6425,7.0255,308.3435,18.2175,14.0235,716.7975,157.9395,599.1765,20.6015,842.7225,433.6995,101.5855,270.6305,22.2315,489.7735,24.4305,10.7215,19.6675,197.9655,3319.2265,8.7375,1093.2815,209.3595,620.1155,69.4085,26.6295,319.0495,578.2805,124.4215,318.3995,27.2615,1456.4375,456.5605,3.8135,77.7435,445.4735,361.4565,115.0875,13.3335,22.2655,489.7735,157.6835,9.3365,16.4015,1977.7025,12.5905,27.2015,116.2015,26.7675,697.8405,9.6725,7.0255,310.0675,184.7945,849.1315,22.7355,5.2445,1076.0175,328.8225,26.9045,1093.2815,28.1555,89.1515,515.7055,13.3325,60.7415,697.8405,842.7225,30.0845,31.9775,24.5425,71.4795,5.2445,82.2625,198.8305,3.3415,292.5145,1076.0175,472.4825,5.9435,25.2045,160.0635,13.3015,236.6815,13.4475,151.9785,24.9635,0.346499999999999,27.4195,15.1585,93.6305,1004.2735,79.1685,71.4795,697.3645,10.1915,16.1225,14.5235
Control,41.9245,414.0275,389.0515,7.3895,129.9085,229.4745,165.5955,42.9175,657.1845,4.6985,270.1055,17.9845,1739.4545,8.5855,216.1285,657.1845,21.6615,244.8595,5.65949999999999,209.2105,131.2725,12.4055,393.3005,21.1825,1.4505,455.1545,368.0495,4.6495,965.7245,1563.2045,201.8555,548.3955,40.2795,28.5945,156.8685,18.8445,1216.6225,19.9125,12.2195,20.4435,248.0945,466.2775,23.5665,4.2115,45.8125,481.4905,1216.6225,16.8185,26.0085,25.8885,119.0835,165.5955,25.2135,461.6775,16.8895,23.3105,189.7235,1563.2045,11.5635,16.9945,4.6985,24.3175,20.4305,58.4825,18.1705,18.2345,194.7895,22.0615,219.5405,637.3525,547.9265,175.3485,295.0185,65.8155,12.7375,10.0355,1216.6225,233.2505,46.6805,13.6565,165.5955,8.0655,15.4055,625.8875,209.2105,552.3835,7.8345,466.2775,614.1135,58.4825,288.0685,15.4195,461.6775,23.5995,19.0075,24.0335,389.0515,1464.6695,15.8195,1216.6225,182.5955,414.5935,236.1745,17.9725,350.9545,429.3165,47.1515,201.8555,25.5145,1026.0095,303.7735,15.5175,70.6875,368.0495,414.0275,83.6875,21.8915,8.4545,461.6775,113.6535,6.3695,16.1345,1739.4545,22.1795,27.3485,219.5405,26.8245,481.4905,4.6425,13.6565,239.5705,248.0945,1563.2045,20.0525,9.2805,806.0245,307.2055,25.0995,1216.6225,34.5365,59.6285,452.2305,9.3925,51.2955,481.4905,362.5135,128.2615,7.8815,7.8345,40.2795,9.2805,176.5715,195.5515,4.6985,357.1185,806.0245,466.2775,6.8615,9.6305,30.0405,0.930499999999999,432.8245,9.0785,295.0185,23.8555,12.2195,19.3975,18.3935,116.5975,1434.9795,126.0605,110.7485,456.1145,0.732500000000002,41.2095,17.8875
Control,72.7445,222.1445,177.0645,4.7015,99.3145,326.1775,323.9005,23.7415,1100.3655,37.9485,408.5235,14.8495,1435.4345,4.4725,345.2455,1100.3655,18.1655,371.7445,10.4335,166.8565,117.8925,32.6505,430.2825,8.1375,14.6995,494.2015,257.2535,11.5505,910.2665,840.3775,137.0375,348.4955,61.1435,49.3515,799.6345,2.4565,680.6915,3.6675,65.6715,11.1435,184.3185,1223.9475,15.7845,0.981500000000004,35.3755,450.8325,680.6915,19.2005,26.4775,25.6555,187.0865,323.9005,24.9875,599.9985,42.0395,9.3445,180.6395,840.3775,16.3485,12.7375,4.2815,25.7305,72.9285,74.9465,6.6085,29.5525,154.9015,25.1545,133.4225,935.7085,9.5235,142.8295,697.8775,166.5565,7.9205,62.1195,680.6915,408.0575,80.6885,16.4665,323.9005,5.7145,72.1205,526.6335,117.2455,518.3125,7.2335,1223.9475,455.7685,74.9465,308.7095,20.6425,599.9985,22.6825,20.8325,14.1015,86.9665,1947.4235,1.6295,680.6915,193.4275,589.4005,359.3305,23.0375,154.6485,405.3385,37.4205,137.0375,25.5575,653.9925,275.2525,7.29649999999999,42.8995,257.2535,222.1445,166.5565,22.4355,19.3435,599.9985,140.2075,8.2435,11.7345,1435.4345,33.5725,26.6825,133.4225,26.7445,450.8325,18.6205,16.4665,148.3245,184.3185,840.3775,18.0575,11.6255,646.5605,196.5605,22.1435,680.6915,49.0485,49.0485,418.5245,20.2455,51.6645,450.8325,906.4295,112.2725,56.4055,7.2335,61.1435,11.6255,232.6405,94.4695,4.2815,223.1375,646.5605,1223.9475,22.2055,23.9065,7.3975,11.1455,317.9285,18.9865,697.8775,24.0405,65.6715,23.4055,8.9025,61.0325,716.3125,23.8995,61.1435,897.5885,12.7375,9.55249999999999,34.9495
Control,16.4315,310.4095,343.5135,3.8785,103.1655,321.0635,295.3165,23.6695,827.5715,22.8155,423.5085,15.1005,1856.4305,3.6545,314.2025,827.5715,21.9345,447.5635,7.9895,220.0815,101.5675,22.0485,409.7425,10.8045,1.7235,636.8535,322.4745,4.8155,857.8765,757.4595,262.2385,145.9655,73.5495,21.5575,649.3855,15.8175,905.5645,7.1035,28.6185,12.4745,119.6465,874.7195,11.9585,4.5145,54.2365,703.6105,905.5645,22.7825,24.9845,24.2425,167.5585,295.3165,24.8805,510.0525,20.6765,14.7315,234.7775,757.4595,1.1345,18.3395,15.1735,25.6475,24.6745,121.1475,24.3195,58.2505,131.2975,9.6035,196.7915,972.9535,0.621500000000001,246.8735,226.1655,146.9255,1.3445,32.3275,905.5645,381.5095,69.6675,5.5405,295.3165,3.2225,29.6825,801.7415,196.7915,633.4495,11.7575,874.7195,372.4405,121.1475,273.1825,35.6055,510.0525,9.6115,8.5745,6.7185,192.1875,3668.0225,14.2375,905.5645,192.6355,503.9515,109.8785,22.9935,288.1095,507.1145,127.0155,262.2385,27.2355,1014.8375,406.9405,15.3405,62.5045,322.4745,310.4095,146.9255,25.8405,1.3165,510.0525,124.3375,7.7305,16.1475,1856.4305,22.5795,27.4325,85.0225,27.0305,703.6105,26.1425,5.5405,291.9195,223.2435,757.4595,9.6035,3.4065,936.2935,293.7625,21.4685,905.5645,72.1285,72.1285,561.9005,17.0825,68.9035,703.6105,874.7195,10.9455,43.6695,11.7575,73.5495,3.4065,110.9695,196.5095,22.8155,273.5375,936.2935,548.9935,19.6005,13.9605,50.4715,13.4225,320.3445,11.3505,226.1655,24.9285,28.6185,45.3395,14.3255,91.8435,811.3285,232.2565,73.5495,562.8715,1.7855,27.2875,8.3915
